hh_type,hh_id
NA,HH2100019
NA,HH2100119
NA,HH2100219
NA,HH2100319
NA,HH2100419
NA,HH2100519
NA,HH2100619
NA,HH2100719
NA,HH2100819
NA,HH2100919
NA,HH2101019
NA,HH2101119
NA,HH2101219
NA,HH2101319
NA,HH2101419
NA,HH2101619
NA,HH2101719
NA,HH2101819
NA,HH2101919
NA,HH2102019
NA,HH2102119
NA,HH2102419
NA,HH2102819
NA,HH2102919
NA,HH2103019
NA,HH2103219
NA,HH2103319
NA,HH2103419
NA,HH2103519
NA,HH2103619
NA,HH2103819
NA,HH2103919
NA,HH2104019
NA,HH2104219
NA,HH2104419
NA,HH2104519
NA,HH2104619
NA,HH2104719
NA,HH2105019
NA,HH2105219
NA,HH2105719
NA,HH2105819
NA,HH2105919
NA,HH2106119
NA,HH2106319
NA,HH2106419
NA,HH2106519
NA,HH2106619
NA,HH2106719
NA,HH2106819
NA,HH2107019
NA,HH2107119
NA,HH2107219
NA,HH2107319
NA,HH2107619
NA,HH2107719
NA,HH2107819
NA,HH2107919
NA,HH2108119
NA,HH2108219
NA,HH2108319
NA,HH2108419
NA,HH2108519
NA,HH2108719
NA,HH2108819
NA,HH2108919
NA,HH2109019
NA,HH2109119
NA,HH2109319
NA,HH2109419
NA,HH2109519
NA,HH2109619
NA,HH2109719
NA,HH2109919
NA,HH2110019
NA,HH2110119
NA,HH2110219
NA,HH2110319
NA,HH2110419
NA,HH2110519
NA,HH2110619
NA,HH2110719
NA,HH2110819
NA,HH2110919
NA,HH2111019
NA,HH2111219
NA,HH2111419
NA,HH2111519
NA,HH2111619
NA,HH2111719
NA,HH2111919
NA,HH2112019
NA,HH2112119
NA,HH2112219
NA,HH2112419
NA,HH2112519
NA,HH2112619
NA,HH2112719
NA,HH2112819
NA,HH2112919
NA,HH2113019
NA,HH2113219
NA,HH2113419
NA,HH2113519
NA,HH2113619
NA,HH2113719
NA,HH2113819
NA,HH2114019
NA,HH2114119
NA,HH2114219
NA,HH2114419
NA,HH2114619
NA,HH2114819
NA,HH2114919
NA,HH2115019
NA,HH2115119
NA,HH2115419
NA,HH2115619
NA,HH2115719
NA,HH2115819
NA,HH2115919
NA,HH2116019
NA,HH2116219
NA,HH2116319
NA,HH2116619
NA,HH2116719
NA,HH2116819
NA,HH2116919
NA,HH2117219
NA,HH2117319
NA,HH2117419
NA,HH2117519
NA,HH2117719
NA,HH2117819
NA,HH2118119
NA,HH2118719
NA,HH2118819
NA,HH2119619
NA,HH2119819
NA,HH2119919
NA,HH2120019
NA,HH2120219
NA,HH2120319
NA,HH2120619
NA,HH2120919
NA,HH2121319
NA,HH2121519
NA,HH2121719
NA,HH2121819
NA,HH2121919
NA,HH2122119
NA,HH2122619
NA,HH2122719
NA,HH2122819
NA,HH2123119
NA,HH2123319
NA,HH2123619
NA,HH2123719
NA,HH2123919
NA,HH2124119
NA,HH2124219
NA,HH2124719
NA,HH2124919
NA,HH2125019
NA,HH2125119
NA,HH2125219
NA,HH2125519
NA,HH2125619
NA,HH2125719
NA,HH2125819
NA,HH2125919
NA,HH2126019
NA,HH2126219
NA,HH2126319
NA,HH2126419
NA,HH2126619
NA,HH2126819
NA,HH2126919
NA,HH2127219
NA,HH2127419
NA,HH2128019
NA,HH2128119
NA,HH2129119
NA,HH2129319
NA,HH2129619
NA,HH2129719
NA,HH2129819
NA,HH2129919
NA,HH2130119
NA,HH2130419
NA,HH2130519
NA,HH2130619
NA,HH2130819
NA,HH2131019
NA,HH2131119
NA,HH2131219
NA,HH2131319
NA,HH2131419
NA,HH2131519
NA,HH2131719
NA,HH2131819
NA,HH2131919
NA,HH2132119
NA,HH2132319
NA,HH2132519
NA,HH2132719
NA,HH2132819
NA,HH2132919
NA,HH2133019
NA,HH2133219
NA,HH2133619
NA,HH2133719
NA,HH2133819
NA,HH2134319
NA,HH2134419
NA,HH2134619
NA,HH2134819
NA,HH2134919
NA,HH2135119
NA,HH2135219
NA,HH2135319
NA,HH2135419
NA,HH2135519
NA,HH2135719
NA,HH2135819
NA,HH2135919
NA,HH2136419
NA,HH2136619
NA,HH2136819
NA,HH2136919
NA,HH2137619
NA,HH2137719
NA,HH2137919
NA,HH2138019
NA,HH2138119
NA,HH2138419
NA,HH2138519
NA,HH2138719
NA,HH2138819
NA,HH2138919
NA,HH2139119
NA,HH2139419
NA,HH2139519
NA,HH2139619
NA,HH2139719
NA,HH2139919
NA,HH2140019
NA,HH2140519
NA,HH2141119
NA,HH2141419
NA,HH2141619
NA,HH2141719
NA,HH2142219
NA,HH2142319
NA,HH2142419
NA,HH2142519
NA,HH2142619
NA,HH2142719
NA,HH2143019
NA,HH2143119
NA,HH2143319
NA,HH2144019
NA,HH2144119
NA,HH2144219
NA,HH2144319
NA,HH2144819
NA,HH2145119
NA,HH2145419
NA,HH2145719
NA,HH2145819
NA,HH2146119
NA,HH2146519
NA,HH2146719
NA,HH2146819
NA,HH2147419
NA,HH2147719
NA,HH2147819
NA,HH2147919
NA,HH2148119
NA,HH2148419
NA,HH2148519
NA,HH2148619
NA,HH2149219
NA,HH2149919
NA,HH2150019
NA,HH2150519
NA,HH2150619
NA,HH2150819
NA,HH2151119
NA,HH2151819
NA,HH2151919
NA,HH2152119
NA,HH2152219
NA,HH2152319
NA,HH2152419
NA,HH2152619
NA,HH2152819
NA,HH2153119
NA,HH2153719
NA,HH2153819
NA,HH2154019
NA,HH2154319
NA,HH2154419
NA,HH2154619
NA,HH2154719
NA,HH2154819
NA,HH2154919
NA,HH2155519
NA,HH2156019
NA,HH2156419
NA,HH2156619
NA,HH2156819
NA,HH2156919
NA,HH2157519
NA,HH2158019
NA,HH2158119
NA,HH2158319
NA,HH2158419
NA,HH2158519
NA,HH2158719
NA,HH2158819
NA,HH2158919
NA,HH2159019
NA,HH2159119
NA,HH2159319
NA,HH2159419
NA,HH2159919
NA,HH2160019
NA,HH2160419
NA,HH2160819
NA,HH2160919
NA,HH2161019
NA,HH2161819
NA,HH2162219
NA,HH2162719
NA,HH2162819
NA,HH2162919
NA,HH2163019
NA,HH2163119
NA,HH2164219
NA,HH2164319
NA,HH2164419
NA,HH2164919
NA,HH2165219
NA,HH2165319
NA,HH2165519
NA,HH2165919
NA,HH2166319
NA,HH2166819
NA,HH2167019
NA,HH2167419
NA,HH2167519
NA,HH2167819
NA,HH2168219
NA,HH2168519
NA,HH2168619
NA,HH2168819
NA,HH2168919
NA,HH2169019
NA,HH2169619
NA,HH2169719
NA,HH2169819
NA,HH2170019
NA,HH2170219
NA,HH2170319
NA,HH2170419
NA,HH2170819
NA,HH2170919
NA,HH2171019
NA,HH2171119
NA,HH2171219
NA,HH2171419
NA,HH2171519
NA,HH2171619
NA,HH2172119
NA,HH2172219
NA,HH2172319
NA,HH2172819
NA,HH2173019
NA,HH2173419
NA,HH2173519
NA,HH2173719
NA,HH2173819
NA,HH2174019
NA,HH2174119
NA,HH2174319
NA,HH2174419
NA,HH2174519
NA,HH2174619
NA,HH2175019
NA,HH2175119
NA,HH2175219
NA,HH2175319
NA,HH2175419
NA,HH2175519
NA,HH2176119
NA,HH2176319
NA,HH2176419
NA,HH2176619
NA,HH2176919
NA,HH2177319
NA,HH2177419
NA,HH2177719
NA,HH2177919
NA,HH2178019
NA,HH2178119
NA,HH2178419
NA,HH2178819
NA,HH2179019
NA,HH2179219
NA,HH2179619
NA,HH2180019
NA,HH2180219
NA,HH2180319
NA,HH2180419
NA,HH2180619
NA,HH2180819
NA,HH2180919
NA,HH2181519
NA,HH2181619
NA,HH2181719
NA,HH2181919
NA,HH2182019
NA,HH2182319
NA,HH2182519
NA,HH2182719
NA,HH2182919
NA,HH2183019
NA,HH2183519
NA,HH2183819
NA,HH2183919
NA,HH2184219
NA,HH2184319
NA,HH2185019
NA,HH2185519
NA,HH2186019
NA,HH2186919
NA,HH2187019
NA,HH2187119
NA,HH2187219
NA,HH2188319
NA,HH2188619
NA,HH2188919
NA,HH2189019
NA,HH2189119
NA,HH2189219
NA,HH2189319
NA,HH2189419
NA,HH2189519
NA,HH2189619
NA,HH2189919
NA,HH2190119
NA,HH2190219
NA,HH2190319
NA,HH2190419
NA,HH2190519
NA,HH2190619
NA,HH2190819
NA,HH2191019
NA,HH2191219
NA,HH2191319
NA,HH2191619
NA,HH2191719
NA,HH2191919
NA,HH2192019
NA,HH2192219
NA,HH2192319
NA,HH2192419
NA,HH2192519
NA,HH2192619
NA,HH2192719
NA,HH2192819
NA,HH2192919
NA,HH2193019
NA,HH2193219
NA,HH2193319
NA,HH2193419
NA,HH2193519
NA,HH2193719
NA,HH2193819
NA,HH2193919
NA,HH2194119
NA,HH2194219
NA,HH2194319
NA,HH2194519
NA,HH2194919
NA,HH2195119
NA,HH2195219
NA,HH2195619
NA,HH2195719
NA,HH2195919
NA,HH2196019
NA,HH2196119
NA,HH2196319
NA,HH2196419
NA,HH2196719
NA,HH2196819
NA,HH2197019
NA,HH2197519
NA,HH2197719
NA,HH2197919
NA,HH2198019
NA,HH2198119
NA,HH2198219
NA,HH2198419
NA,HH2198619
NA,HH2198819
NA,HH2198919
NA,HH2199119
NA,HH2199219
NA,HH2199319
NA,HH2199419
NA,HH2199719
NA,HH2199819
NA,HH2199919
NA,HH2200119
NA,HH2200219
NA,HH2200319
NA,HH2200519
NA,HH2200619
NA,HH2200719
NA,HH2200819
NA,HH2200919
NA,HH2201019
NA,HH2201119
NA,HH2201219
NA,HH2201319
NA,HH2201419
NA,HH2201619
NA,HH2201719
NA,HH2201819
NA,HH2202019
NA,HH2202219
NA,HH2202319
NA,HH2202419
NA,HH2202619
NA,HH2202719
NA,HH2202919
NA,HH2203119
NA,HH2203419
NA,HH2203519
NA,HH2203619
NA,HH2203719
NA,HH2203819
NA,HH2203919
NA,HH2204019
NA,HH2204519
NA,HH2204819
NA,HH2204919
NA,HH2205019
NA,HH2205319
NA,HH2205419
NA,HH2205719
NA,HH2205919
NA,HH2206019
NA,HH2206119
NA,HH2206219
NA,HH2206419
NA,HH2206619
NA,HH2206719
NA,HH2206819
NA,HH2206919
NA,HH2207019
NA,HH2207319
NA,HH2207419
NA,HH2207519
NA,HH2207719
NA,HH2208019
NA,HH2208119
NA,HH2208219
NA,HH2208319
NA,HH2208719
NA,HH2208819
NA,HH2209019
NA,HH2209219
NA,HH2209519
NA,HH2209719
NA,HH2209819
NA,HH2210119
NA,HH2210319
NA,HH2210419
NA,HH2210619
NA,HH2210719
NA,HH2210919
NA,HH2211019
NA,HH2211319
NA,HH2211519
NA,HH2211619
NA,HH2211719
NA,HH2211819
NA,HH2211919
NA,HH2212219
NA,HH2212319
NA,HH2212719
NA,HH2212819
NA,HH2212919
NA,HH2213019
NA,HH2213119
NA,HH2213219
NA,HH2213319
NA,HH2213419
NA,HH2213519
NA,HH2213719
NA,HH2213919
NA,HH2214219
NA,HH2214419
NA,HH2214519
NA,HH2214719
NA,HH2214819
NA,HH2214919
NA,HH2215219
NA,HH2215319
NA,HH2215519
NA,HH2215619
NA,HH2215719
NA,HH2215819
NA,HH2216019
NA,HH2216419
NA,HH2216519
NA,HH2216619
NA,HH2216819
NA,HH2216919
NA,HH2217019
NA,HH2217619
NA,HH2217719
NA,HH2217819
NA,HH2217919
NA,HH2218019
NA,HH2218219
NA,HH2218719
NA,HH2218819
NA,HH2219019
NA,HH2219119
NA,HH2219319
NA,HH2219419
NA,HH2219519
NA,HH2219619
NA,HH2219719
NA,HH2219819
NA,HH2220119
NA,HH2220219
NA,HH2220419
NA,HH2220819
NA,HH2220919
NA,HH2221019
NA,HH2221119
NA,HH2221319
NA,HH2221819
NA,HH2222119
NA,HH2222719
NA,HH2223319
NA,HH2223719
NA,HH2223919
NA,HH2224019
NA,HH2224119
NA,HH2224219
NA,HH2224319
NA,HH2224419
NA,HH2224519
NA,HH2224619
NA,HH2224719
NA,HH2224819
NA,HH2224919
NA,HH2225019
NA,HH2225119
NA,HH2225219
NA,HH2225319
NA,HH2225419
NA,HH2225519
NA,HH2225619
NA,HH2000120
NA,HH2000220
NA,HH2000320
NA,HH2000420
NA,HH2000520
NA,HH2000820
NA,HH2000920
NA,HH2001120
NA,HH2001220
NA,HH2001320
NA,HH2001620
NA,HH2001720
NA,HH2001820
NA,HH2002320
NA,HH2002420
NA,HH2002820
NA,HH2002920
NA,HH2003020
NA,HH2003120
NA,HH2003220
NA,HH2003420
NA,HH2003520
NA,HH2003720
NA,HH2004020
NA,HH2004120
NA,HH2004220
NA,HH2004420
NA,HH2004520
NA,HH2004620
NA,HH2004720
NA,HH2004820
NA,HH2004920
NA,HH2005020
NA,HH2005220
NA,HH2005320
NA,HH2005420
NA,HH2005520
NA,HH2005620
NA,HH2005720
NA,HH2005820
NA,HH2006420
NA,HH2006920
NA,HH2007020
NA,HH2007120
NA,HH2007220
NA,HH2007420
NA,HH2007620
NA,HH2007720
NA,HH2008020
NA,HH2008320
NA,HH2008420
NA,HH2008520
NA,HH2008620
NA,HH2008720
NA,HH2008820
NA,HH2009020
NA,HH2009120
NA,HH2009320
NA,HH2009720
NA,HH2009820
NA,HH2010320
NA,HH2010420
NA,HH2010520
NA,HH2010620
NA,HH2010720
NA,HH2010820
NA,HH2010920
NA,HH2011020
NA,HH2011120
NA,HH2011320
NA,HH2011420
NA,HH2011520
NA,HH2011620
NA,HH2011820
NA,HH2011920
NA,HH2012020
NA,HH2012220
NA,HH2012320
NA,HH2012420
NA,HH2012520
NA,HH2012620
NA,HH2012720
NA,HH2012820
NA,HH2012920
NA,HH2013220
NA,HH2013320
NA,HH2013620
NA,HH2013720
NA,HH2013820
NA,HH2013920
NA,HH2014220
NA,HH2014320
NA,HH2014420
NA,HH2014520
NA,HH2014620
NA,HH2014720
NA,HH2014820
NA,HH2014920
NA,HH2015020
NA,HH2015220
NA,HH2015320
NA,HH2015420
NA,HH2015620
NA,HH2015720
NA,HH2015920
NA,HH2016020
NA,HH2016120
NA,HH2016220
NA,HH2016320
NA,HH2016420
NA,HH2016620
NA,HH2016720
NA,HH2016820
NA,HH2016920
NA,HH2017120
NA,HH2017220
NA,HH2017420
NA,HH2017520
NA,HH2017620
NA,HH2017720
NA,HH2018020
NA,HH2018120
NA,HH2018220
NA,HH2018320
NA,HH2018420
NA,HH2018620
NA,HH2018720
NA,HH2018820
NA,HH2018920
NA,HH2019120
NA,HH2019320
NA,HH2019420
NA,HH2019620
NA,HH2019720
NA,HH2019820
NA,HH2020020
NA,HH2020220
NA,HH2020420
NA,HH2020720
NA,HH2020820
NA,HH2021120
NA,HH2021320
NA,HH2021420
NA,HH2021520
NA,HH2021720
NA,HH2021820
NA,HH2022220
NA,HH2022420
NA,HH2022520
NA,HH2022620
NA,HH2022920
NA,HH2023020
NA,HH2023320
NA,HH2023420
NA,HH2023520
NA,HH2023620
NA,HH2023720
NA,HH2023820
NA,HH2023920
NA,HH2024120
NA,HH2024320
NA,HH2024420
NA,HH2025120
NA,HH2025220
NA,HH2025420
NA,HH2025520
NA,HH2025820
NA,HH2025920
NA,HH2026020
NA,HH2026120
NA,HH2026320
NA,HH2026420
NA,HH2026620
NA,HH2026720
NA,HH2027020
NA,HH2027420
NA,HH2027620
NA,HH2027820
NA,HH2028220
NA,HH2028320
NA,HH2028620
NA,HH2028720
NA,HH2028820
NA,HH2029020
NA,HH2029220
NA,HH2029520
NA,HH2029620
NA,HH2029820
NA,HH2030020
NA,HH2030220
NA,HH2030320
NA,HH2030520
NA,HH2030720
NA,HH2030820
NA,HH2031220
NA,HH2031320
NA,HH2031620
NA,HH2031720
NA,HH2031920
NA,HH2032020
NA,HH2032120
NA,HH2032320
NA,HH2032620
NA,HH2032720
NA,HH2032820
NA,HH2032920
NA,HH2033120
NA,HH2033220
NA,HH2033420
NA,HH2033520
NA,HH2033820
NA,HH2034020
NA,HH2034120
NA,HH2034520
NA,HH2034720
NA,HH2034820
NA,HH2034920
NA,HH2035020
NA,HH2035320
NA,HH2035520
NA,HH2035620
NA,HH2035720
NA,HH2035820
NA,HH2035920
NA,HH2036020
NA,HH2036120
NA,HH2036220
NA,HH2036420
NA,HH2036520
NA,HH2037120
NA,HH2037220
NA,HH2037320
NA,HH2037520
NA,HH2037720
NA,HH2037820
NA,HH2038020
NA,HH2038120
NA,HH2038220
NA,HH2038420
NA,HH2038620
NA,HH2038720
NA,HH2038820
NA,HH2038920
NA,HH2039220
NA,HH2039320
NA,HH2039420
NA,HH2039520
NA,HH2039620
NA,HH2039920
NA,HH2040120
NA,HH2040220
NA,HH2040320
NA,HH2040420
NA,HH2040520
NA,HH2040620
NA,HH2040720
NA,HH2040820
NA,HH2040920
NA,HH2041120
NA,HH2041220
NA,HH2041320
NA,HH2041520
NA,HH2041620
NA,HH2041720
NA,HH2041920
NA,HH2042120
NA,HH2042220
NA,HH2042320
NA,HH2042420
NA,HH2042520
NA,HH2042620
NA,HH2042720
NA,HH2042920
NA,HH2043320
NA,HH2043420
NA,HH2043520
NA,HH2043620
NA,HH2043720
NA,HH2043820
NA,HH2043920
NA,HH2044220
NA,HH2044320
NA,HH2044420
NA,HH2044520
NA,HH2044620
NA,HH2044920
NA,HH2045220
NA,HH2045420
NA,HH2045520
NA,HH2045920
NA,HH2046020
NA,HH2046120
NA,HH2046620
NA,HH2046720
NA,HH2046920
NA,HH2047120
NA,HH2047220
NA,HH2047320
NA,HH2047420
NA,HH2047520
NA,HH2047620
NA,HH2047920
NA,HH2048120
NA,HH2048220
NA,HH2048520
NA,HH2048620
NA,HH2048720
NA,HH2048820
NA,HH2048920
NA,HH2049120
NA,HH2049220
NA,HH2049320
NA,HH2049420
NA,HH2049720
NA,HH2049820
NA,HH2049920
NA,HH2050020
NA,HH2050120
NA,HH2050320
NA,HH2050420
NA,HH2050520
NA,HH2050720
NA,HH2051020
NA,HH2051220
NA,HH2051320
NA,HH2051420
NA,HH2051620
NA,HH2051720
NA,HH2051820
NA,HH2051920
NA,HH2052420
NA,HH2052520
NA,HH2052720
NA,HH2053120
NA,HH2053220
NA,HH2053320
NA,HH2053920
NA,HH2054020
NA,HH2054120
NA,HH2054220
NA,HH2054420
NA,HH2054620
NA,HH2054720
NA,HH2054920
NA,HH2055320
NA,HH2055520
NA,HH2055620
NA,HH2055820
NA,HH2056020
NA,HH2056120
NA,HH2056620
NA,HH2056720
NA,HH2057020
NA,HH2057120
NA,HH2057220
NA,HH2057320
NA,HH2057520
NA,HH2057720
NA,HH2057820
NA,HH2057920
NA,HH2058220
NA,HH2058420
NA,HH2058620
NA,HH2058820
NA,HH2059120
NA,HH2059220
NA,HH2059320
NA,HH2059520
NA,HH2059620
NA,HH2059820
NA,HH2059920
NA,HH2060020
NA,HH2060220
NA,HH2060320
NA,HH2060520
NA,HH2060620
NA,HH2060820
NA,HH2061120
NA,HH2061220
NA,HH2061320
NA,HH2061420
NA,HH2061520
NA,HH2061620
NA,HH2061820
NA,HH2062020
NA,HH2062220
NA,HH2062620
NA,HH2062920
NA,HH2063020
NA,HH2063120
NA,HH2063220
NA,HH2063320
NA,HH2063420
NA,HH2063520
NA,HH2063720
NA,HH2063820
NA,HH2063920
NA,HH2064120
NA,HH2064220
NA,HH2064420
NA,HH2064520
NA,HH2064620
NA,HH2064720
NA,HH2064820
NA,HH2064920
NA,HH2065020
NA,HH2065320
NA,HH2065420
NA,HH2065620
NA,HH2065720
NA,HH2066020
NA,HH2066420
NA,HH2066620
NA,HH2067020
NA,HH2067220
NA,HH2067420
NA,HH2067620
NA,HH2067820
NA,HH2068120
NA,HH2068220
NA,HH2068320
NA,HH2068420
NA,HH2068520
NA,HH2068820
NA,HH2068920
NA,HH2069220
NA,HH2069320
NA,HH2069520
NA,HH2069720
NA,HH2069820
NA,HH2069920
NA,HH2070220
NA,HH2070520
NA,HH2070620
NA,HH2070920
NA,HH2071020
NA,HH2071320
NA,HH2071420
NA,HH2071520
NA,HH2071620
NA,HH2071820
NA,HH2071920
NA,HH2072120
NA,HH2072220
NA,HH2072320
NA,HH2072420
NA,HH2072720
NA,HH2072820
NA,HH2073020
NA,HH2073120
NA,HH2073220
NA,HH2073520
NA,HH2073620
NA,HH2073820
NA,HH2074020
NA,HH2074120
NA,HH2074220
NA,HH2074420
NA,HH2074520
NA,HH2074720
NA,HH2074820
NA,HH2074920
NA,HH2075020
NA,HH2075220
NA,HH2075320
NA,HH2075520
NA,HH2075620
NA,HH2075720
NA,HH2076020
NA,HH2076120
NA,HH2076220
NA,HH2076320
NA,HH2076520
NA,HH2076620
NA,HH2076720
NA,HH2076820
NA,HH2076920
NA,HH2077020
NA,HH2077120
NA,HH2077320
NA,HH2077520
NA,HH2078120
NA,HH2078420
NA,HH2078520
NA,HH2078620
NA,HH2078720
NA,HH2078820
NA,HH2079020
NA,HH2079220
NA,HH2079420
NA,HH2079520
NA,HH2079820
NA,HH2080020
NA,HH2080320
NA,HH2080420
NA,HH2080520
NA,HH2080620
NA,HH2080720
NA,HH2080920
NA,HH2081120
NA,HH2081220
NA,HH2081420
NA,HH2081620
NA,HH2081820
NA,HH2082020
NA,HH2082120
NA,HH2082220
NA,HH2082320
NA,HH2082520
NA,HH2082620
NA,HH2082720
NA,HH2082820
NA,HH2083120
NA,HH2083320
NA,HH2083420
NA,HH2083520
NA,HH2083820
NA,HH2083920
NA,HH2084120
NA,HH2084320
NA,HH2084520
NA,HH2084620
NA,HH2084820
NA,HH2085120
NA,HH2085220
NA,HH2085720
NA,HH2085820
NA,HH2086020
NA,HH2086420
NA,HH2086520
NA,HH2086620
NA,HH2086820
NA,HH2086920
NA,HH2087020
NA,HH2087320
NA,HH2087420
NA,HH2087520
NA,HH2087620
NA,HH2087720
NA,HH2087820
NA,HH2087920
NA,HH2088120
NA,HH2088320
NA,HH2088420
NA,HH2088520
NA,HH2088820
NA,HH2089020
NA,HH2089120
NA,HH2089620
NA,HH2089720
NA,HH2090120
NA,HH2090220
NA,HH2090420
NA,HH2090520
NA,HH2090620
NA,HH2090720
NA,HH2090820
NA,HH2090920
NA,HH2091120
NA,HH2091220
NA,HH2091420
NA,HH2091520
NA,HH2091620
NA,HH2091820
NA,HH2092220
NA,HH2092320
NA,HH2092520
NA,HH2092620
NA,HH2092820
NA,HH2092920
NA,HH2093020
NA,HH2093120
NA,HH2093220
NA,HH2093420
NA,HH2093620
NA,HH2093720
NA,HH2093920
NA,HH2094020
NA,HH2094120
NA,HH2094420
NA,HH2094520
NA,HH2094820
NA,HH2095020
NA,HH2095120
NA,HH2095220
NA,HH2095420
NA,HH2095620
NA,HH2095720
NA,HH2095820
NA,HH2095920
NA,HH2096020
NA,HH2096120
NA,HH2096220
NA,HH2096320
NA,HH2096420
NA,HH2096620
NA,HH2096720
NA,HH2096920
NA,HH2097020
NA,HH2097220
NA,HH2097420
NA,HH2097820
NA,HH2098120
NA,HH2098420
NA,HH2098620
NA,HH2098820
NA,HH2098920
NA,HH2099020
NA,HH2099220
NA,HH2099420
NA,HH2099620
NA,HH2099820
NA,HH2099920
NA,HH2100020
NA,HH2100120
NA,HH2100220
NA,HH2100320
NA,HH2100520
NA,HH2100620
NA,HH2100820
NA,HH2100920
NA,HH2101020
NA,HH2101120
NA,HH2101220
NA,HH2101320
NA,HH2101420
NA,HH2101620
NA,HH2101720
NA,HH2101820
NA,HH2101920
NA,HH2102020
NA,HH2102120
NA,HH2102320
NA,HH2102420
NA,HH2102820
NA,HH2102920
NA,HH2103020
NA,HH2103120
NA,HH2103220
NA,HH2103420
NA,HH2103520
NA,HH2103820
NA,HH2103920
NA,HH2104020
NA,HH2104120
NA,HH2104420
NA,HH2104720
NA,HH2105720
NA,HH2105920
NA,HH2106120
NA,HH2106220
NA,HH2106320
NA,HH2106420
NA,HH2106520
NA,HH2106620
NA,HH2106720
NA,HH2106820
NA,HH2107020
NA,HH2107220
NA,HH2107320
NA,HH2107720
NA,HH2107820
NA,HH2107920
NA,HH2108120
NA,HH2108220
NA,HH2108320
NA,HH2108420
NA,HH2108520
NA,HH2108720
NA,HH2108820
NA,HH2108920
NA,HH2109020
NA,HH2109120
NA,HH2109420
NA,HH2109520
NA,HH2109620
NA,HH2109720
NA,HH2109920
NA,HH2110020
NA,HH2110120
NA,HH2110220
NA,HH2110320
NA,HH2110420
NA,HH2110520
NA,HH2110620
NA,HH2110720
NA,HH2110820
NA,HH2110920
NA,HH2111020
NA,HH2111220
NA,HH2111420
NA,HH2111520
NA,HH2111620
NA,HH2111720
NA,HH2111920
NA,HH2112020
NA,HH2112120
NA,HH2112220
NA,HH2112520
NA,HH2112620
NA,HH2112720
NA,HH2112820
NA,HH2112920
NA,HH2113320
NA,HH2113420
NA,HH2113520
NA,HH2113720
NA,HH2114020
NA,HH2114120
NA,HH2114220
NA,HH2114420
NA,HH2114620
NA,HH2114920
NA,HH2115020
NA,HH2115120
NA,HH2115420
NA,HH2115620
NA,HH2115720
NA,HH2115820
NA,HH2115920
NA,HH2116120
NA,HH2116220
NA,HH2116520
NA,HH2116720
NA,HH2116820
NA,HH2116920
NA,HH2117120
NA,HH2117220
NA,HH2117420
NA,HH2117820
NA,HH2118020
NA,HH2118120
NA,HH2118620
NA,HH2118720
NA,HH2118820
NA,HH2119620
NA,HH2119720
NA,HH2119920
NA,HH2120020
NA,HH2120220
NA,HH2120320
NA,HH2120920
NA,HH2121220
NA,HH2121820
NA,HH2121920
NA,HH2122420
NA,HH2122720
NA,HH2122920
NA,HH2123120
NA,HH2123320
NA,HH2123620
NA,HH2124120
NA,HH2124220
NA,HH2124420
NA,HH2124520
NA,HH2124720
NA,HH2124920
NA,HH2125120
NA,HH2125220
NA,HH2125820
NA,HH2125920
NA,HH2126020
NA,HH2126120
NA,HH2126320
NA,HH2126620
NA,HH2126920
NA,HH2127020
NA,HH2127220
NA,HH2127320
NA,HH2127820
NA,HH2128020
NA,HH2128120
NA,HH2128720
NA,HH2129120
NA,HH2129920
NA,HH2130420
NA,HH2130520
NA,HH2130620
NA,HH2130820
NA,HH2131020
NA,HH2131120
NA,HH2131220
NA,HH2131420
NA,HH2131520
NA,HH2131720
NA,HH2131820
NA,HH2132320
NA,HH2132520
NA,HH2132720
NA,HH2133220
NA,HH2133620
NA,HH2133720
NA,HH2133820
NA,HH2134320
NA,HH2134420
NA,HH2134620
NA,HH2134920
NA,HH2135120
NA,HH2135220
NA,HH2135320
NA,HH2135420
NA,HH2135520
NA,HH2135820
NA,HH2135920
NA,HH2136420
NA,HH2136520
NA,HH2137620
NA,HH2137720
NA,HH2137920
NA,HH2138020
NA,HH2138120
NA,HH2138220
NA,HH2138420
NA,HH2138520
NA,HH2138720
NA,HH2138820
NA,HH2138920
NA,HH2139420
NA,HH2139520
NA,HH2139920
NA,HH2140020
NA,HH2141020
NA,HH2141120
NA,HH2141620
NA,HH2141720
NA,HH2142320
NA,HH2142520
NA,HH2142620
NA,HH2142720
NA,HH2143020
NA,HH2143120
NA,HH2143220
NA,HH2143320
NA,HH2143420
NA,HH2144020
NA,HH2144120
NA,HH2144220
NA,HH2144320
NA,HH2144820
NA,HH2145120
NA,HH2145820
NA,HH2146020
NA,HH2146120
NA,HH2146720
NA,HH2146820
NA,HH2147320
NA,HH2147620
NA,HH2147720
NA,HH2147820
NA,HH2147920
NA,HH2148120
NA,HH2148520
NA,HH2148620
NA,HH2149220
NA,HH2149920
NA,HH2150020
NA,HH2150220
NA,HH2150620
NA,HH2150720
NA,HH2150820
NA,HH2151120
NA,HH2151720
NA,HH2151820
NA,HH2151920
NA,HH2152120
NA,HH2152220
NA,HH2152320
NA,HH2152620
NA,HH2152720
NA,HH2152820
NA,HH2153720
NA,HH2153820
NA,HH2154020
NA,HH2154320
NA,HH2154420
NA,HH2154620
NA,HH2154720
NA,HH2154920
NA,HH2155320
NA,HH2155920
NA,HH2156020
NA,HH2156420
NA,HH2156720
NA,HH2156820
